Data collector,Date,Country,City,Postal code,Latitude/Longitude,Image link,Source,Building category,Occupancy group,Occupancy type,Number of floors (excl. basement),Basement,Material,Roof shape,Roof covers,Shutters,Window area,Remarks,@
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.56315663728802&lng=-77.48360920235001&z=18.486593859637438&focus=photo&pKey=1123332598164662&x=0.5111261585471282&y=0.4942175806009217&zoom=0,Mapillary,Non-engineered multi-family home or hotel,RES: Residential,RES3: Multi-Family building ,2,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.564058169489&lng=-77.482741827642&z=17&focus=photo&pKey=204948551311496,Mapillary,Low-rise masonry strip mall,REL: Religious,REL: Religious building,1,No,Masonry,Gable,Shingles,No,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.561927777778&lng=-77.485016666667&z=17&pKey=137065215115567&focus=photo&x=0.488390839087684&y=0.616023703417539&zoom=0,Mapillary,Low-rise masonry warehouse/industrial building,GOV: Government,GOV2: Emergency services,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.561911888038&lng=-77.48289035948&z=18.345170016331267&pKey=4226615550691813&focus=photo&x=0.5127153833830257&y=0.5012085888163154&zoom=0,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.559449033333&lng=-77.486981016667&z=17&pKey=484299539553986&focus=photo&x=0.510763688801467&y=0.6160475123233226&zoom=0,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.559957533333&lng=-77.486706316667&z=17&pKey=123253236454892&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.5603001&lng=-77.4865174&z=17&pKey=299245431835688&focus=photo&x=0.7011262854307942&y=0.5194074613398625&zoom=1.1391114025581173,Mapillary,Non-engineered multi-family home or hotel,RES: Residential,RES3: Multi-Family building ,3,No,Concrete,Flat,Single ply membrane,Yes,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.564463888889&lng=-77.485502777778&z=15.949121936196518&pKey=451455212618184&focus=photo&x=0.5144795721873086&y=0.6142085099572614&zoom=0,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,"Richmond, VA",23221,,https://www.mapillary.com/app/?lat=37.561621183333&lng=-77.4853264&z=17&pKey=921570021966617&focus=photo&x=0.5060378918548561&y=0.5009016128972091&zoom=0,Mapillary,Non-engineered multi-family home or hotel,RES: Residential,RES3: Multi-Family building ,3,No,Masonry,Flat,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.6010868&lng=-122.3277139&z=17&focus=photo&pKey=2083908831802709&x=0.7505684605614875&y=0.4835302207329817&zoom=0,Mapillary,Engineered commercial building,GOV: Government,GOV2: Emergency services,3,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.6006075&lng=-122.3276952&z=17&focus=photo&pKey=560214389396501&x=0.33221176934422514&y=0.4612526279509137&zoom=0.28578257233531534,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.6002921&lng=-122.327694&z=17&focus=photo&pKey=877285713529855&x=0.6973925759434247&y=0.1591709720058796&zoom=0.28578257233531534,Mapillary,Engineered residential building,RES: Residential,RES3: Multi-Family building ,6 or more,No,Steel,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.600841720444&lng=-122.32898028429&z=17&focus=photo&pKey=1285899261806013&x=0.6179432564986456&y=0.44910139036633445&zoom=1.4399752464189723,Mapillary,Engineered commercial building,GOV: Government,GOV2: Emergency services,3,No,Steel,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.603422203893&lng=-122.33046237436&z=18.571079912950605&focus=photo&pKey=203638025213284&x=0.7042996895643111&y=0.4460160190111906&zoom=0.70912811195534,Mapillary,Engineered commercial building,GOV: Government,GOV1: General public services,6 or more,No,Steel,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.6040129&lng=-122.3310985&z=17&focus=photo&pKey=216142367646587&x=0.6081520428395293&y=0.4164736546284442&zoom=0.8518545529434455,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Steel,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.6043408&lng=-122.3314376&z=17&focus=photo&pKey=3571788159721176&x=0.3936928389280024&y=0.40965846459330846&zoom=0.8518545529434455,Mapillary,Low-rise masonry warehouse/industrial building,COM: Commerical,COM10: Parking,3,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.6045713&lng=-122.3316844&z=17&focus=photo&pKey=580658740769607&x=0.7062377836195941&y=0.3766025570498486&zoom=0.8518545529434455,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Steel,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.60494639999999&lng=-122.33188359999997&z=18.571079912950605&focus=photo&pKey=3431740783754266&x=0.5989668671423662&y=0.49006237440833017&zoom=1.045459687982472,Mapillary,Non-engineered multi-family home or hotel,COM: Commerical,COM8: Entertainment,5,No,Masonry,Gable,Shingles,Yes,About 20% of surface,,
Nirvik,,United States,Seattle,98104,,https://www.mapillary.com/app/?lat=47.60576699999996&lng=-122.33131880000002&z=19.9&focus=photo&pKey=5840084836032142&x=0.2977887301074842&y=0.502130087726657&zoom=1.6085262595243888,Mapillary,Non-engineered multi-family home or hotel,REL: Religious,REL: Religious building,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,United States,New York,10020,,https://www.mapillary.com/app/?lat=40.759599799972&lng=-73.980611199972&z=18.743228625220326&focus=photo&x=0.5578044651663094&y=0.42306368930192345&zoom=0&panos=true&pKey=682208276342094,Mapillary,Engineered commercial building,COM: Commerical,COM8: Entertainment,6 or more,No,Concrete,Flat,Single ply membrane,No,About 33% of surface,,
Nirvik,,United States,New York,10020,,https://www.mapillary.com/app/?lat=40.759818199972&lng=-73.9799169&z=17&focus=photo&x=0.7257886466023789&y=0.3667275014382356&zoom=0.8332178337467117&panos=true&pKey=625784268880970,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Concrete,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,New York,10020,,https://www.mapillary.com/app/?lat=40.75919049999999&lng=-73.98133210000003&z=18.743228625220326&focus=photo&x=0.26249166441402894&y=0.35408564657710134&zoom=0.8332178337467117&panos=true&pKey=375909564474209,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,New York,10020,,https://www.mapillary.com/app/?lat=40.760105699972&lng=-73.9806884&z=18.743228625220326&focus=photo&x=0.8180736201480041&y=0.28826830693778993&zoom=0.8332178337467117&panos=true&pKey=1056934425175111,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,New York,10036,,https://www.mapillary.com/app/?lat=40.7587922&lng=-73.9851737&z=19.165092430845835&focus=photo&x=0.6417918261010833&y=0.34463352602263636&zoom=0.8332178337467117&panos=true&pKey=558202212352096,Mapillary,Engineered commercial building,COM: Commerical,COM8: Entertainment,6 or more,No,Concrete,Flat,Single ply membrane,No,About 33% of surface,,
Nirvik,,United States,New York,10036,,https://www.mapillary.com/app/?lat=40.75867459997201&lng=-73.9850887&z=19.165092430845835&focus=photo&x=0.006343002680449738&y=0.29509347925206003&zoom=0.8332178337467117&panos=true&pKey=548873300048953,Mapillary,Engineered commercial building,COM: Commerical,COM8: Entertainment,6 or more,No,Concrete,Flat,Single ply membrane,No,About 33% of surface,,
Nirvik,,United States,New York,10036,,https://www.mapillary.com/app/?lat=40.75867459997201&lng=-73.9850887&z=19.165092430845835&focus=photo&x=0.7850189097453015&y=0.21180782638375684&zoom=0.8332178337467117&panos=true&pKey=548873300048953,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Steel,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,New York,10036,,https://www.mapillary.com/app/?lat=40.7581168&lng=-73.984124399972&z=19.165092430845835&focus=photo&x=0.8344948588929879&y=0.3066111476709886&zoom=0.8332178337467117&panos=true&pKey=520134166370709,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Steel,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,New York,10036,,https://www.mapillary.com/app/?lat=40.758051799972&lng=-73.984074899972&z=17&focus=photo&x=0.10185683917417443&y=0.3564272344416229&zoom=0.8332178337467117&panos=true&pKey=141664368434141,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Steel,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,New York,10036,,https://www.mapillary.com/app/?lat=40.75802639997198&lng=-73.98414649997198&z=19.165092430845835&focus=photo&x=0.3417620360644515&y=0.36001691071042&zoom=0.8332178337467117&panos=true&pKey=1031017607833290,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Concrete,Flat,Single ply membrane,No,50% or more of surface,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.12085&lng=-80.209484&z=17&focus=photo&x=0.6258241606203423&y=0.5015039571666269&zoom=0.8332178337467117&panos=true&pKey=219101959981159,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Hip,Shingles,No,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.120879&lng=-80.208872&z=17&focus=photo&x=0.7443603806812895&y=0.4995145999764417&zoom=0.8332178337467117&panos=true&pKey=290393452633851,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.120879&lng=-80.208546&z=17&focus=photo&x=0.74197495300429&y=0.5123988713930872&zoom=0.8332178337467117&panos=true&pKey=155152019906864,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Hip,Shingles,No,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.120919&lng=-80.204706&z=17&focus=photo&x=0.6709652461454068&y=0.5071483024573439&zoom=1.635062312818075&panos=true&pKey=825661188040183,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.120917&lng=-80.204421&z=17&focus=photo&x=0.6616143672073764&y=0.49847755665481813&zoom=1.635062312818075&panos=true&pKey=292446845917226,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM7: Medical clinic,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.11993&lng=-80.208281&z=17&focus=photo&x=0.17702890471180233&y=0.5133888815751765&zoom=1.635062312818075&panos=true&pKey=3144494709111107,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.119818&lng=-80.207934&z=17&focus=photo&x=0.7540772003739209&y=0.5139488478856291&zoom=1.635062312818075&panos=true&pKey=3962325477137885,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.119685&lng=-80.207738&z=17&focus=photo&x=0.8243514160359393&y=0.5119462331686251&zoom=1.635062312818075&panos=true&pKey=205527751210872,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.11953&lng=-80.207511&z=17&focus=photo&x=0.16995076042200702&y=0.5114418578464972&zoom=1.635062312818075&panos=true&pKey=502162914272841,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,Fort Lauderdale,33317,,https://www.mapillary.com/app/?lat=26.119129&lng=-80.206975&z=17&focus=photo&x=0.7846853113663983&y=0.5220185582822834&zoom=1.635062312818075&panos=true&pKey=220861386094811,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.895886111111&lng=-84.304655555556&z=17&focus=photo&x=0.9682187226980568&y=0.5561877744692436&zoom=1.635062312818075&panos=true&pKey=578698826883602,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM2: Wholesale trade,2,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.896630555556&lng=-84.30475&z=17&focus=photo&x=0.21957457595852953&y=0.5033427320210881&zoom=1.635062312818075&panos=true&pKey=277953914133859,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.89677222222198&lng=-84.30476111111102&z=15.426308527720135&focus=photo&x=0.14821625426288076&y=0.49226462066759635&zoom=1.635062312818075&panos=true&pKey=1205904643242196,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM3: Personal and repair services,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.897646944444&lng=-84.3048525&z=17&focus=photo&x=0.37564319778669053&y=0.5681559697589511&zoom=1.635062312818075&panos=true&pKey=794320938144524,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM3: Personal and repair services,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.897786111111&lng=-84.304869166667&z=15.426308527720135&focus=photo&x=0.1634016475858162&y=0.47984212963936873&zoom=1.635062312818075&panos=true&pKey=295598988858965,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM2: Wholesale trade,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.898411111111&lng=-84.304952777778&z=17&focus=photo&x=0.145068559202026&y=0.4839534175454443&zoom=1.6256222458793157&panos=true&pKey=1149810155462454,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.898810833333&lng=-84.305144444444&z=17&focus=photo&x=0.1992901104318135&y=0.5075479728028618&zoom=1.6256222458793157&panos=true&pKey=2784908448489107,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM2: Wholesale trade,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.899083055556&lng=-84.30535&z=17&focus=photo&x=0.2466959063368697&y=0.5019711282088714&zoom=1.7920212252687528&panos=true&pKey=166088928853575,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM4: Professional services,1,No,Concrete,Flat,Single ply membrane,No,About 20% of surface,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.89951388888899&lng=-84.30602472222199&z=19.225060116404794&focus=photo&x=0.18046908462928216&y=0.4536484151932681&zoom=1.7920212252687528&panos=true&pKey=2826192224320919,Mapillary,Non-engineered multi-family home or hotel,COM: Commerical,COM4: Professional services,2,No,Masonry,Gable,Shingles,No,Much less than 20%,,
Nirvik,,United States,"Chamblee, GA",30341,,https://www.mapillary.com/app/?lat=33.89983027777804&lng=-84.30603055555599&z=19.225060116404794&focus=photo&x=0.14998293483097697&y=0.5009617578359301&zoom=1.9805670875207264&panos=true&pKey=308688614075861,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Gable,Shingles,No,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.695980555556&lng=-117.21831388889&z=16.936575573226932&focus=photo&x=0.8102060299988795&y=0.5248288583895021&zoom=1.9805670875207264&panos=true&pKey=542648933530145,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Hip,Shingles,No,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.695991666667&lng=-117.21789166667&z=17&focus=photo&x=0.7906911269130469&y=0.5069714950778426&zoom=1.9805670875207264&panos=true&pKey=988206968674846,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Gable,Shingles,No,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.695991666667&lng=-117.21789166667&z=17&focus=photo&x=0.12494558223301822&y=0.5242154739697324&zoom=1.9805670875207264&panos=true&pKey=988206968674846,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Gable,Shingles,No,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.696&lng=-117.21758055556&z=16.936575573226932&focus=photo&x=0.8331039749455572&y=0.5158739546234801&zoom=1.9805670875207264&panos=true&pKey=820295492026539,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Hip,Shingles,No,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.696005555556&lng=-117.21739444444&z=17&focus=photo&x=0.8504380373362439&y=0.5229024416280753&zoom=1.9805670875207264&panos=true&pKey=936450333809948,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.696016666667&lng=-117.21701666667&z=17&focus=photo&x=0.10935537236138271&y=0.5102097455375716&zoom=1.9805670875207264&panos=true&pKey=524021565306628,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.696016666667&lng=-117.21678055556&z=17&focus=photo&x=0.7420757131495704&y=0.506270726601402&zoom=1.9805670875207264&panos=true&pKey=334549148237009,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,Yes,Masonry,Hip,Shingles,No,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.696008333333&lng=-117.21646111111&z=17&focus=photo&x=0.21503655044096248&y=0.5091948098957636&zoom=1.9805670875207264&panos=true&pKey=238667931024975,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Hip,Shingles,No,Much less than 20%,,
Nirvik,,United States,Spokane,99216,,https://www.mapillary.com/app/?lat=47.696013888889&lng=-117.21589444444&z=17&focus=photo&x=0.8563860143270001&y=0.5088634145723715&zoom=1.9805670875207264&panos=true&pKey=563481791308198,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Hip,Shingles,No,Much less than 20%,,
